"Parcela","N_Familia","N_cientifico","Genero","Epiteto","Cod_HaCr","DAP"
59032,"LACISTEMATACEAE","Lacistema aggregatum","Lacistema","aggregatum","A",70.4712261995295
59032,"MIMOSACEAE","Inga heterophylla","Inga","heterophylla","A",14.1010589959409
59032,"MELASTOMATACEAE","Clidemia capitellata","Clidemia","capitellata","A",29.5879598755122
59032,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","T",92.9787921480399
59032,"DILLENIACEAE","Doliocarpus dentatus","Doliocarpus","dentatus","SL",31.9090117347821
59032,"FLACOURTIACEAE","Ryania speciosa","Ryania","speciosa","A",42.4166671659944
59032,"MIMOSACEAE","Abarema jupunba","Abarema","jupunba","T",33.7181158027391
59032,"MORACEAE","Helianthostylis sprucei","Helianthostylis","sprucei","A",23.6477384185791
59032,"FABACEAE","Swartzia santanderensis","Swartzia","santanderensis","A",24.7119482304898
59032,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",34.6520891322541
59032,"LECYTHIDACEAE","Eschweilera antioquensis","Eschweilera","antioquensis","A",83.162566057776
59032,"MELASTOMATACEAE","Miconia simplex","Miconia","simplex","A",45.4505665583994
59032,"EUPHORBIACEAE","Pera colombiana","Pera","colombiana","A",58.8950980286395
59032,"CECROPIACEAE","Pourouma cecropiifolia","Pourouma","cecropiifolia","A",30.376794539696
59032,"VIOLACEAE","Leonia triandra","Leonia","triandra","A",55.0659349234195
59032,"ARISTOLOCHIACEAE","Aristolochia pilosa","Aristolochia","pilosa","SL",76.8261347196632
59032,"MIMOSACEAE","Inga umbellifera","Inga","umbellifera","A",39.5178383778061
59032,"ERYTHROXYLACEAE","Erythroxylum citrifolium","Erythroxylum","citrifolium","A",69.8422491345466
59032,"PIPERACEAE","Piper arieianum","Piper","arieianum","T",97.5251850789748
59032,"FABACEAE","Machaerium capote","Machaerium","capote","T",7.78879430571733
59032,"SAPINDACEAE","Paullinia nobilis","Paullinia","nobilis","SL",53.5203809543871
59032,"ICACINACEAE","Dendrobangia boliviana","Dendrobangia","boliviana","A",69.5269300421866
59032,"MIMOSACEAE","Inga oerstediana","Inga","oerstediana","A",73.3165021532743
59032,"LECYTHIDACEAE","Gustavia nana","Gustavia","nana","A",18.3164897035661
59032,"BIGNONIACEAE","Memora aspericarpa","Memora","aspericarpa","SL",13.5041489988621
59032,"CONVOLVULACEAE","Maripa panamensis","Maripa","panamensis","SL",99.9523184217595
59032,"MIMOSACEAE","Parkia multijuga","Parkia","multijuga","A",51.9464552164862
59032,"ANNONACEAE","Xylopia amazonica","Xylopia","amazonica","A",94.6203595228663
59032,"MONIMIACEAE","Siparuna guianensis","Siparuna","guianensis","T",77.6468103229295
59032,"MELASTOMATACEAE","Miconia poeppigii","Miconia","poeppigii","A",15.0342291576485
59033,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",33.4945810667555
59033,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",7.44757648399903
59033,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",7.28944188071343
59033,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",38.4190804344748
59033,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",25.3658787692218
59033,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",95.9158371615957
59033,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",21.5587309485299
59033,"SIMAROUBACEAE","Simaba cedron","Simaba","cedron","A",26.5984288415275
59033,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",27.8002905505003
59033,"FABACEAE","Lonchocarpus macrophyllus","Lonchocarpus","macrophyllus","A",51.570337815522
59033,"EUPHORBIACEAE","Maprounea guianensis","Maprounea","guianensis","A",56.1367700533347
59033,"CAESALPINIACEAE","Dialium guianense","Dialium","guianense","A",84.827813370357
59033,"EUPHORBIACEAE","Maprounea guianensis","Maprounea","guianensis","A",47.5107029505451
59033,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",5.64738737973172
59033,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",73.5214514572795
59033,"CAESALPINIACEAE","Dialium guianense","Dialium","guianense","A",81.5105911041698
59033,"DILLENIACEAE","Davilla aspera","Davilla","aspera","SL",66.2781164608036
59033,"CAESALPINIACEAE","Dialium guianense","Dialium","guianense","A",27.6631958763455
59033,"CAESALPINIACEAE","Dialium guianense","Dialium","guianense","A",10.3155046415284
59033,"BIGNONIACEAE","Memora aspericarpa","Memora","aspericarpa","SL",86.2331699736375
59033,"BIGNONIACEAE","Memora aspericarpa","Memora","aspericarpa","SL",24.1504413082651
59033,"DILLENIACEAE","Davilla aspera","Davilla","aspera","SL",50.2697703320197
59033,"BIGNONIACEAE","Memora aspericarpa","Memora","aspericarpa","SL",45.2772293352767
59033,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",68.1868644364543
59033,"BIGNONIACEAE","Memora aspericarpa","Memora","aspericarpa","SL",23.5689311512794
59033,"DILLENIACEAE","Davilla aspera","Davilla","aspera","SL",52.0325658097855
59033,"MIMOSACEAE","Inga heterophylla","Inga","heterophylla","A",55.6914289102047
59033,"MELASTOMATACEAE","Clidemia rubra","Clidemia","rubra","T",40.8720071597353
59033,"OCHNACEAE","Ouratea lucens","Ouratea","lucens","A",92.0404654304111
59033,"MIMOSACEAE","Inga heterophylla","Inga","heterophylla","A",93.6011058520314
59033,"DILLENIACEAE","Davilla aspera","Davilla","aspera","SL",7.95602237170509
59033,"MELASTOMATACEAE","Clidemia capitellata","Clidemia","capitellata","T",69.5173682382484
59033,"DILLENIACEAE","Doliocarpus dentatus","Doliocarpus","dentatus","SL",58.8611708080623
59033,"EUPHORBIACEAE","Maprounea guianensis","Maprounea","guianensis","A",28.328869701969
59033,"RUBIACEAE","Psychotria brachybotrya","Psychotria","brachybotrya","A",56.5376017588235
59033,"DICHAPETALACEAE","Dichapetalum scandens","Dichapetalum","scandens","SL",5.06598746655715
59033,"CONNARACEAE","Rourea adenophora","Rourea","adenophora","SL",54.0152767256482
59033,"RUBIACEAE","Psychotria brachybotrya","Psychotria","brachybotrya","A",64.3521308935238
59034,"MIMOSACEAE","Inga stenophylla","Inga","stenophylla","A",54.9021101438058
59034,"MIMOSACEAE","Inga stenophylla","Inga","stenophylla","A",66.3844785759791
59034,"MIMOSACEAE","Inga stenophylla","Inga","stenophylla","A",90.1512316200486
59034,"MIMOSACEAE","Inga stenophylla","Inga","stenophylla","A",56.0978769554811
59034,"MIMOSACEAE","Inga stenophylla","Inga","stenophylla","A",65.0451761683778
59034,"MIMOSACEAE","Inga stenophylla","Inga","stenophylla","A",76.8873676379565
59034,"MIMOSACEAE","Inga stenophylla","Inga","stenophylla","A",51.8593816043724
59034,"MIMOSACEAE","Inga stenophylla","Inga","stenophylla","A",34.1674091659188
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",6.36027076936804
59034,"MIMOSACEAE","Inga stenophylla","Inga","stenophylla","A",17.936084729683
59034,"MIMOSACEAE","Inga stenophylla","Inga","stenophylla","A",62.7200162570828
59034,"MIMOSACEAE","Inga stenophylla","Inga","stenophylla","A",47.7788076628032
59034,"CLUSIACEAE","Vismia baccifera","Vismia","baccifera","A",78.8448448253237
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",15.4041225236355
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",48.2398180967267
59034,"MIMOSACEAE","Inga stenophylla","Inga","stenophylla","A",33.5904616827281
59034,"MELASTOMATACEAE","Miconia poeppigii","Miconia","poeppigii","A",19.5408792269411
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",80.2041295340784
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",29.5006369563748
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",55.4878425379868
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",33.7208588934163
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",92.0724616864938
59034,"DILLENIACEAE","Davilla aspera","Davilla","aspera","SL",26.6087566245712
59034,"CLUSIACEAE","Vismia baccifera","Vismia","baccifera","A",60.4236157388447
59034,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",50.7069486345082
59034,"CLUSIACEAE","Vismia baccifera","Vismia","baccifera","A",4.2884391696513
59034,"EUPHORBIACEAE","Maprounea guianensis","Maprounea","guianensis","A",7.44477615342576
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",49.0334143607775
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",53.3822250113257
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",94.8797789680974
59034,"DILLENIACEAE","Davilla aspera","Davilla","aspera","SL",55.4115762514031
59034,"CLUSIACEAE","Vismia baccifera","Vismia","baccifera","A",96.6450145651075
59034,"MIMOSACEAE","Inga stenophylla","Inga","stenophylla","A",13.0996615011863
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",28.3216887013826
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",53.409022335757
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",23.0884367913053
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",66.1660085672463
59034,"LECYTHIDACEAE","Gustavia nana","Gustavia","nana","A",38.6572340223749
59034,"BIGNONIACEAE","Memora aspericarpa","Memora","aspericarpa","SL",74.3589378228707
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",9.07242692557163
59034,"MELASTOMATACEAE","Clidemia capitellata","Clidemia","capitellata","T",26.6161019375831
59034,"DILLENIACEAE","Davilla aspera","Davilla","aspera","SL",6.56125027170116
59034,"DILLENIACEAE","Davilla aspera","Davilla","aspera","SL",68.2340356131644
59034,"PASSIFLORACEAE","Passiflora auriculata","Passiflora","auriculata","SL",15.8718729742307
59034,"SCHIZAEACEAE","Lygodium venustum","Lygodium","venustum","SL",34.8657311061027
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",56.6778433265144
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",21.3030161727754
59034,"LECYTHIDACEAE","Gustavia nana","Gustavia","nana","A",15.5120084878061
59034,"LECYTHIDACEAE","Gustavia nana","Gustavia","nana","A",51.4873571406083
59034,"MONIMIACEAE","Siparuna guianensis","Siparuna","guianensis","A",30.7909003192461
59034,"DILLENIACEAE","Doliocarpus dentatus","Doliocarpus","dentatus","SL",13.6386262595391
59034,"APOCYNACEAE","Himatanthus articulatus","Himatanthus","articulatus","A",56.1316096708551
59034,"EUPHORBIACEAE","Mabea occidentalis","Mabea","occidentalis","A",63.6017818934796
59034,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",18.4675221465918
59034,"ANNONACEAE","Xylopia amazonica","Xylopia","amazonica","A",54.6854678576784
59034,"EUPHORBIACEAE","Maprounea guianensis","Maprounea","guianensis","A",79.2249404007905
59034,"MIMOSACEAE","Inga stenophylla","Inga","stenophylla","A",20.84817510346
59034,"EUPHORBIACEAE","Maprounea guianensis","Maprounea","guianensis","A",52.1974348946591
59034,"CLUSIACEAE","Vismia baccifera","Vismia","baccifera","A",47.4762053251619
59035,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",35.7347601626844
59035,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",69.7623077551012
59035,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",8.28944423411345
59035,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",81.0894557264865
59035,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",40.1963243338287
59035,"MELASTOMATACEAE","Bellucia axinanthera","Bellucia","axinanthera","A",77.6090319466677
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",52.6661580408567
59035,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",57.1289796359271
59035,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",42.7891535169853
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",88.8067905586549
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",79.0080710257769
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",42.1042924516898
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",2.64028421291883
59035,"SIMAROUBACEAE","Simaba cedron","Simaba","cedron","A",52.7673853624093
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",9.33422954284971
59035,"SIMAROUBACEAE","Simaba cedron","Simaba","cedron","A",75.2070580770464
59035,"CLUSIACEAE","Vismia baccifera","Vismia","baccifera","A",38.8040305228603
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",44.395752754324
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",7.66802973045609
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",74.9255835944574
59035,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",17.742527590721
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",7.54095122650015
59035,"MELASTOMATACEAE","Bellucia axinanthera","Bellucia","axinanthera","A",86.7190731230483
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",13.708368946953
59035,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",38.7619076232642
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",91.7754976109328
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",61.6083023844802
59035,"DICHAPETALACEAE","Dichapetalum scandens","Dichapetalum","scandens","SL",45.7297092452741
59035,"DICHAPETALACEAE","Dichapetalum scandens","Dichapetalum","scandens","SL",53.832638982808
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",29.6899491694259
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",27.8968460845753
59035,"DICHAPETALACEAE","Dichapetalum scandens","Dichapetalum","scandens","SL",10.8072971801974
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",100.989136054634
59035,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",48.2785781031131
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",83.2536768492254
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",96.8183899470403
59035,"DICHAPETALACEAE","Dichapetalum scandens","Dichapetalum","scandens","SL",97.0038953326754
59035,"DICHAPETALACEAE","Dichapetalum scandens","Dichapetalum","scandens","SL",87.955056344622
59035,"DICHAPETALACEAE","Dichapetalum axillare","Dichapetalum","axillare","SL",83.0639185025339
59035,"DICHAPETALACEAE","Dichapetalum scandens","Dichapetalum","scandens","SL",43.3415502439101
59035,"MELASTOMATACEAE","Clidemia rubra","Clidemia","rubra","T",26.4123560408289
59035,"MALPIGHIACEAE","Banisteriopsis cornifolia","Banisteriopsis","cornifolia","A",97.2113286736111
59035,"DILLENIACEAE","Doliocarpus dentatus","Doliocarpus","dentatus","SL",82.9057461252103
59035,"BIGNONIACEAE","Memora aspericarpa","Memora","aspericarpa","SL",92.9126837509521
59035,"VIOLACEAE","Leonia triandra","Leonia","triandra","A",30.2445331779723
59035,"DICHAPETALACEAE","Dichapetalum scandens","Dichapetalum","scandens","SL",31.4969326967816
59035,"FABACEAE","Machaerium microphyllum","Machaerium","microphyllum","SL",11.9765066756509
59035,"VITACEAE","Cissus erosa","Cissus","erosa","SL",6.30615144500967
59035,"OCHNACEAE","Ouratea lucens","Ouratea","lucens","A",26.5274619552131
59036,"MIMOSACEAE","Inga pezizifera","Inga","pezizifera","A",65.3079717145253
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",22.8150663735216
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",58.7363378368214
59036,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",28.4381365774997
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",90.9326013723717
59036,"CECROPIACEAE","Cecropia peltata","Cecropia","peltata","A",69.4503140057656
59036,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",53.4568844334916
59036,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",28.7871397046203
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",12.7579722355593
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",70.7533181983674
59036,"CECROPIACEAE","Cecropia peltata","Cecropia","peltata","A",11.48038251444
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",95.6423432646023
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",40.0689426086851
59036,"CLUSIACEAE","Vismia baccifera","Vismia","baccifera","A",53.8911400195957
59036,"CECROPIACEAE","Cecropia peltata","Cecropia","peltata","A",20.2874210761696
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",56.8846475876657
59036,"CLUSIACEAE","Vismia baccifera","Vismia","baccifera","A",92.1826904053895
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",83.5350059343227
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",36.5017915343311
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",71.399639089245
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",85.4703939105224
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",33.2756514646328
59036,"CECROPIACEAE","Cecropia peltata","Cecropia","peltata","A",63.8323136494696
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",41.459827944499
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",47.7748826413038
59036,"MIMOSACEAE","Inga pezizifera","Inga","pezizifera","A",76.616786546991
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",30.8876167750597
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",12.5963401760824
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",24.8543174632283
59036,"CECROPIACEAE","Cecropia peltata","Cecropia","peltata","A",13.60302956279
59036,"CAESALPINIACEAE","Senna bacillaris","Senna","bacillaris","T",37.6955502046891
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",47.3843317783965
59036,"CECROPIACEAE","Cecropia peltata","Cecropia","peltata","A",17.8718726109969
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",50.4694587931611
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",93.2420228835829
59036,"CECROPIACEAE","Cecropia peltata","Cecropia","peltata","A",49.3389386746164
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",40.7009952817311
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",45.293016070208
59036,"RUBIACEAE","Uncaria guianensis","Uncaria","guianensis","SL",53.365457951119
59036,"CECROPIACEAE","Cecropia peltata","Cecropia","peltata","A",45.2007767912762
59036,"CECROPIACEAE","Cecropia peltata","Cecropia","peltata","A",13.0759969628017
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",55.2189565205887
59036,"ANNONACEAE","Xylopia aromatica","Xylopia","aromatica","A",16.8468089304113
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",28.4717085205889
59036,"MIMOSACEAE","Parkia multijuga","Parkia","multijuga","A",55.174548143413
59036,"RUBIACEAE","Uncaria guianensis","Uncaria","guianensis","SL",32.2446212384217
59036,"CECROPIACEAE","Cecropia peltata","Cecropia","peltata","A",54.4870598517534
59036,"FABACEAE","Swartzia macrophylla","Swartzia","macrophylla","A",4.40777081789031
59036,"CAESALPINIACEAE","Senna bacillaris","Senna","bacillaris","T",21.496413659043
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",84.9321443265309
59036,"MIMOSACEAE","Inga pezizifera","Inga","pezizifera","A",8.8320253363412
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",94.2334830648761
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",25.9522792877226
59036,"CECROPIACEAE","Cecropia peltata","Cecropia","peltata","A",70.0451171282254
59036,"CLUSIACEAE","Vismia baccifera","Vismia","baccifera","A",70.0243889714375
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",6.7938283410133
59036,"RUBIACEAE","Uncaria guianensis","Uncaria","guianensis","SL",24.6775618718074
59036,"MELASTOMATACEAE","Clidemia capitellata","Clidemia","capitellata","T",59.5241546903785
59036,"ASTERACEAE","Chromolaena odorata","Chromolaena","odorata","T",20.322701791623
59036,"MELASTOMATACEAE","Bellucia axinanthera","Bellucia","axinanthera","A",53.4710646417477
59036,"DICHAPETALACEAE","Dichapetalum scandens","Dichapetalum","scandens","SL",25.1268137738566
59036,"BIGNONIACEAE","Tabebuia chrysantha","Tabebuia","chrysantha","A",83.017892917628
59036,"PASSIFLORACEAE","Passiflora auriculata","Passiflora","auriculata","SL",97.2649152665498
59036,"RUBIACEAE","Uncaria guianensis","Uncaria","guianensis","SL",4.49986031393128
59036,"RUBIACEAE","Sabicea villosa","Sabicea","villosa","SL",54.4337320512144
59036,"CECROPIACEAE","Cecropia peltata","Cecropia","peltata","A",70.0758780785381
59036,"MIMOSACEAE","Inga pezizifera","Inga","pezizifera","A",99.8986435048212
59036,"CAESALPINIACEAE","Senna bacillaris","Senna","bacillaris","T",42.3240423100594
59036,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",34.0432285065259
59036,"BIGNONIACEAE","Tabebuia chrysantha","Tabebuia","chrysantha","A",68.7358181052321
59036,"LACISTEMATACEAE","Lacistema aggregatum","Lacistema","aggregatum","A",45.7321064804654
59036,"MORACEAE","Pseudolmedia laevigata","Pseudolmedia","laevigata","A",16.8270271452007
59036,"VIOLACEAE","Rinorea cordata","Rinorea","cordata","T",95.528270223844
59036,"BIGNONIACEAE","Memora aspericarpa","Memora","aspericarpa","SL",36.3377351948236
59036,"RUBIACEAE","Elaeagia myriantha","Elaeagia","myriantha","T",45.0862456586728
59036,"ERYTHROXYLACEAE","Erythroxylum citrifolium","Erythroxylum","citrifolium","A",56.8055610644418
59036,"FABACEAE","Swartzia santanderensis","Swartzia","santanderensis","A",39.5706197530997
59037,"CAESALPINIACEAE","Peltogyne paniculata","Peltogyne","paniculata","A",4.10432851268907
59037,"FABACEAE","Clathrotropis brunnea","Clathrotropis","brunnea","A",45.0786638085295
59037,"LECYTHIDACEAE","Eschweilera antioquensis","Eschweilera","antioquensis","A",2.41093733338018
59037,"LECYTHIDACEAE","Eschweilera antioquensis","Eschweilera","antioquensis","A",7.96482670071435
59037,"FABACEAE","Clathrotropis brunnea","Clathrotropis","brunnea","A",50.5534132711097
59037,"ANNONACEAE","Xylopia amazonica","Xylopia","amazonica","A",83.8571388344128
59037,"LECYTHIDACEAE","Eschweilera antioquensis","Eschweilera","antioquensis","A",60.5423584752296
59037,"MIMOSACEAE","Inga multijuga","Inga","multijuga","A",97.8646417668007
59037,"LECYTHIDACEAE","Eschweilera antioquensis","Eschweilera","antioquensis","A",58.461864814332
59037,"FABACEAE","Clathrotropis brachypetala","Clathrotropis","brachypetala","A",73.2260330629911
59037,"FABACEAE","Clathrotropis brunnea","Clathrotropis","brunnea","A",83.4730058061938
59037,"MELASTOMATACEAE","Miconia minutiflora","Miconia","minutiflora","A",30.9474613462598
59037,"MIMOSACEAE","Parkia multijuga","Parkia","multijuga","A",5.06699530057102
59037,"FABACEAE","Clathrotropis brunnea","Clathrotropis","brunnea","A",70.0202074118653
59037,"MIMOSACEAE","Pithecellobium macrophyllum","Pithecellobium","macrophyllum","A",47.1883346767034
59037,"LECYTHIDACEAE","Eschweilera antioquensis","Eschweilera","antioquensis","A",42.8318474155759
59037,"TILIACEAE","Apeiba membranacea","Apeiba","membranacea","A",74.0786983023836
59037,"MORACEAE","Sorocea pubivena","Sorocea","pubivena","A",87.7774119202891
59037,"MORACEAE","Naucleopsis glabra","Naucleopsis","glabra","A",8.35395219073318
59037,"SIMAROUBACEAE","Simaba cedron","Simaba","cedron","A",31.3974553781698
59037,"FABACEAE","Swartzia santanderensis","Swartzia","santanderensis","A",10.6187068428557
59037,"MIMOSACEAE","Inga multijuga","Inga","multijuga","A",99.1121249325731
59037,"FABACEAE","Clathrotropis brunnea","Clathrotropis","brunnea","A",19.1326427234665
59037,"LECYTHIDACEAE","Eschweilera antioquensis","Eschweilera","antioquensis","A",29.7765674369471
59037,"MIMOSACEAE","Pithecellobium longifolium","Pithecellobium","longifolium","A",42.9634187297917
59037,"MORACEAE","Helianthostylis sprucei","Helianthostylis","sprucei","A",22.1391428296401
59037,"LECYTHIDACEAE","Eschweilera antioquensis","Eschweilera","antioquensis","A",63.4744513355143
59037,"ANNONACEAE","Xylopia amazonica","Xylopia","amazonica","A",61.0886986710355
59037,"ANACARDIACEAE","Tapirira guianensis","Tapirira","guianensis","A",27.048587357971
59037,"FABACEAE","Clathrotropis brunnea","Clathrotropis","brunnea","A",70.6998538937124
59037,"MIMOSACEAE","Inga pezizifera","Inga","pezizifera","A",9.2610781069509
59037,"MORACEAE","Helianthostylis sprucei","Helianthostylis","sprucei","A",15.7185805229954
59037,"MIMOSACEAE","Pithecellobium macrophyllum","Pithecellobium","macrophyllum","A",84.4648915325321
59037,"MIMOSACEAE","Pithecellobium macrophyllum","Pithecellobium","macrophyllum","A",99.8684731887655
59037,"MORACEAE","Helicostylis tomentosa","Helicostylis","tomentosa","A",7.48788324882672
59037,"MIMOSACEAE","Pithecellobium macrophyllum","Pithecellobium","macrophyllum","A",58.9925524099285
59037,"MIMOSACEAE","Pithecellobium macrophyllum","Pithecellobium","macrophyllum","A",47.8196845375144
59037,"MIMOSACEAE","Pithecellobium macrophyllum","Pithecellobium","macrophyllum","A",71.9255773302558
59037,"MIMOSACEAE","Pithecellobium macrophyllum","Pithecellobium","macrophyllum","A",43.6675783703884
59037,"CONVOLVULACEAE","Maripa nicaraguensis","Maripa","nicaraguensis","SL",5.42742724239449
59037,"MORACEAE","Helianthostylis sprucei","Helianthostylis","sprucei","A",49.5558693369987
59037,"MORACEAE","Naucleopsis glabra","Naucleopsis","glabra","A",43.3182740194266
59037,"MIMOSACEAE","Pithecellobium macrophyllum","Pithecellobium","macrophyllum","A",69.1874304528505
59037,"MORACEAE","Naucleopsis glabra","Naucleopsis","glabra","A",48.5597664859312
59037,"MORACEAE","Helianthostylis sprucei","Helianthostylis","sprucei","A",37.2851558489601
59037,"MORACEAE","Helicostylis tomentosa","Helicostylis","tomentosa","A",22.0844600065352
59037,"BIGNONIACEAE","Memora aspericarpa","Memora","aspericarpa","SL",54.0137263950849
59037,"CONNARACEAE","Rourea adenophora","Rourea","adenophora","SL",82.8738867159188
59037,"CAESALPINIACEAE","Dialium guianense","Dialium","guianense","A",90.2859612912329
59037,"ERYTHROXYLACEAE","Erythroxylum citrifolium","Erythroxylum","citrifolium","A",62.7061498463115
59037,"ANNONACEAE","Xylopia amazonica","Xylopia","amazonica","A",16.6190887336186
59037,"FABACEAE","Swartzia macrophylla","Swartzia","macrophylla","A",46.3486070516578
