Codigo.de.Parcela,Num_indp,N_Familia,N_cientifico,Genero,Epiteto,Cod_HaCr,Diametro
59027,66,MIMOSACEAE,Inga sertulifera,Inga,sertulifera,A,92.3294615584263
59027,10,FLACOURTIACEAE,Ryania speciosa,Ryania,speciosa,A,75.8225581503236
59027,63,MIMOSACEAE,Inga sertulifera,Inga,sertulifera,A,11.1623716548604
59027,42,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,7.01782291966393
59027,85,FLACOURTIACEAE,Ryania speciosa,Ryania,speciosa,A,37.6163448015761
59027,61,MIMOSACEAE,Inga sertulifera,Inga,sertulifera,A,54.7828413090725
59027,69,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,59.4878386254241
59027,38,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,30.7155112638854
59027,41,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,47.3321796606772
59027,72,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,81.7070602013107
59027,47,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,90.0680285340819
59027,52,LECYTHIDACEAE,Gustavia nana,Gustavia,nana,A,41.8391482782613
59027,84,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,28.7512613696839
59027,51,LECYTHIDACEAE,Gustavia nana,Gustavia,nana,A,32.7574247892844
59027,12,FLACOURTIACEAE,Casearia javitensis,Casearia,javitensis,A,88.6470695890637
59027,79,BIGNONIACEAE,Memora aspericarpa,Memora,aspericarpa,SL,66.2709816900701
59027,80,BIGNONIACEAE,Memora aspericarpa,Memora,aspericarpa,SL,21.7665146614962
59027,34,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,52.2193532807165
59027,76,FLACOURTIACEAE,Casearia javitensis,Casearia,javitensis,A,26.1078534372924
59027,68,DICHAPETALACEAE,Dichapetalum axillare,Dichapetalum,axillare,SL,8.39168459418724
59027,55,BIGNONIACEAE,Memora aspericarpa,Memora,aspericarpa,SL,66.4143862088894
59027,11,FLACOURTIACEAE,Casearia javitensis,Casearia,javitensis,A,40.1481918602143
59027,14,FLACOURTIACEAE,Casearia javitensis,Casearia,javitensis,A,36.8253785883131
59027,32,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,97.7920077180158
59027,30,BIGNONIACEAE,Memora aspericarpa,Memora,aspericarpa,SL,13.5406775892932
59027,33,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,84.1524675565132
59027,77,FLACOURTIACEAE,Casearia javitensis,Casearia,javitensis,A,48.3864989345657
59027,29,BIGNONIACEAE,Memora aspericarpa,Memora,aspericarpa,SL,29.6587265016613
59027,83,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,14.8113797308929
59027,56,DICHAPETALACEAE,Dichapetalum axillare,Dichapetalum,axillare,SL,94.3556162838175
59027,78,DICHAPETALACEAE,Dichapetalum axillare,Dichapetalum,axillare,SL,18.9675994885861
59027,71,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,62.5976237734369
59027,82,BIGNONIACEAE,Memora aspericarpa,Memora,aspericarpa,SL,74.7695480321676
59027,46,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,84.9609241276327
59027,57,DICHAPETALACEAE,Dichapetalum scandens,Dichapetalum,scandens,SL,6.92859508918734
59027,81,BIGNONIACEAE,Memora aspericarpa,Memora,aspericarpa,SL,21.6035696644071
59027,13,FLACOURTIACEAE,Casearia javitensis,Casearia,javitensis,A,69.355890757639
59027,3,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,91.7156538898671
59027,8,SAPINDACEAE,Paullinia nobilis,Paullinia,nobilis,SL,62.9147913397226
59027,16,LAURACEAE,Ocotea guianensis,Ocotea,guianensis,A,27.3325112754907
59027,17,MELASTOMATACEAE,Clidemia rubra,Clidemia,rubra,T,68.5080150557863
59027,19,DILLENIACEAE,Doliocarpus dentatus,Doliocarpus,dentatus,SL,52.9625303537909
59027,20,RUBIACEAE,Psychotria brachybotrya,Psychotria,brachybotrya,A,90.24411496423
59027,27,BIGNONIACEAE,Memora aspericarpa,Memora,aspericarpa,SL,37.2353967662185
59027,31,LECYTHIDACEAE,Gustavia nana,Gustavia,nana,A,69.1886716653183
59027,39,CLUSIACEAE,Vismia angusta,Vismia,angusta,A,47.7731879988508
59027,40,DICHAPETALACEAE,Dichapetalum axillare,Dichapetalum,axillare,SL,57.7530552014286
59027,49,FLACOURTIACEAE,Casearia javitensis,Casearia,javitensis,A,73.2856781751765
59027,50,CONNARACEAE,Rourea adenophora,Rourea,adenophora,SL,10.5002222670409
59027,53,DILLENIACEAE,Doliocarpus dentatus,Doliocarpus,dentatus,SL,8.79932752196236
59027,58,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,13.3554168977403
59028,39,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,63.9516990817894
59028,76,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,80.4219213402184
59028,82,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,20.7747181789615
59028,89,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,52.3974513200673
59028,84,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,79.7291351394384
59028,62,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,71.9430035031574
59028,43,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,5.28478243645484
59028,68,ELAEOCARPACEAE,Sloanea gracilis,Sloanea,gracilis,A,43.5052073460019
59028,58,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,92.6153527515023
59028,59,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,79.2493376493274
59028,78,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,67.559128515841
59028,67,ELAEOCARPACEAE,Sloanea gracilis,Sloanea,gracilis,A,50.8788515580923
59028,55,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,91.3410345732428
59028,47,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,76.1356851605644
59028,51,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,58.40913474216
59028,81,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,80.2475738782989
59028,80,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,43.7295145609175
59028,90,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,83.9258310880801
59028,73,MELASTOMATACEAE,Bellucia axinanthera,Bellucia,axinanthera,A,5.87005739337361
59028,83,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,55.3386790195904
59028,61,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,76.013917453563
59028,50,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,78.3615927709829
59028,86,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,27.0078285952895
59028,87,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,37.2371515053208
59028,77,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,27.2129720586487
59028,66,ELAEOCARPACEAE,Sloanea gracilis,Sloanea,gracilis,A,69.4758872871935
59028,57,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,48.9697384066942
59028,48,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,30.6008777163428
59028,52,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,81.0333135976741
59028,60,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,17.8879449470159
59028,65,FABACEAE,Machaerium capote,Machaerium,capote,SL,54.0132381273199
59028,85,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,36.9176461357869
59028,56,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,90.6892586391119
59028,53,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,16.6304937372353
59028,79,FABACEAE,Machaerium capote,Machaerium,capote,SL,95.0787369476541
59028,36,MIMOSACEAE,Inga heterophylla,Inga,heterophylla,A,58.0457372529175
59028,64,FABACEAE,Machaerium capote,Machaerium,capote,SL,86.6048559832138
59028,91,ANACARDIACEAE,Tapirira guianensis,Tapirira,guianensis,A,31.2908615035423
59028,75,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,72.5954022189295
59028,88,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,79.1942798996149
59028,72,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,69.2318042459564
59028,10,MIMOSACEAE,Inga pezizifera,Inga,pezizifera,A,26.7545641860965
59028,2,MELASTOMATACEAE,Clidemia capitellata,Clidemia,capitellata,T,68.2043574057731
59028,5,BIGNONIACEAE,Memora aspericarpa,Memora,aspericarpa,SL,16.3370233601098
59028,7,DICHAPETALACEAE,Dichapetalum scandens,Dichapetalum,scandens,SL,29.2557996402047
59028,8,MIMOSACEAE,Inga pezizifera,Inga,pezizifera,A,48.9033051113914
59028,9,RUBIACEAE,Palicourea thermydri,Palicourea,thermydri,T,12.2220476078181
59028,11,ANNONACEAE,Xylopia aromatica,Xylopia,aromatica,A,95.0860742409731
59028,12,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,11.1682252065583
59028,15,MELASTOMATACEAE,Miconia elata,Miconia,elata,A,11.7041893136631
59028,18,DICHAPETALACEAE,Dichapetalum scandens,Dichapetalum,scandens,SL,80.6249244941765
59028,21,RUBIACEAE,Sabicea panamensis,Sabicea,panamensis,SL,68.9725717960082
59028,22,OCHNACEAE,Ouratea lucens,Ouratea,lucens,A,42.6310260117671
59028,24,DIOSCOREACEAE,Dioscorea acanthogene,Dioscorea,acanthogene,SL,20.6812402324466
59028,25,ANACARDIACEAE,Tapirira guianensis,Tapirira,guianensis,A,25.0676959746606
59028,26,RUBIACEAE,Psychotria erecta,Psychotria,erecta,T,21.3097846220314
59028,27,MELASTOMATACEAE,Miconia dodecandra,Miconia,dodecandra,A,16.8162103520086
59028,32,BIGNONIACEAE,Martinella obovata,Martinella,obovata,SL,60.7036497005907
59028,33,EUPHORBIACEAE,Mabea occidentalis,Mabea,occidentalis,A,98.013479564785
59028,34,LECYTHIDACEAE,Gustavia nana,Gustavia,nana,A,42.6586028668851
59028,37,ANNONACEAE,Guatteria cargadero,Guatteria,cargadero,A,75.5684276239024
59028,41,MYRISTICACEAE,Virola sebifera,Virola,sebifera,A,86.9342569680571
59028,42,FLACOURTIACEAE,Casearia javitensis,Casearia,javitensis,T,9.67440866853672
59028,44,MYRISTICACEAE,Virola flexuosa,Virola,flexuosa,A,71.1139778652948
59028,45,FABACEAE,Machaerium capote,Machaerium,capote,SL,57.3423704422089
59028,46,VIOLACEAE,Leonia triandra,Leonia,triandra,A,62.9103498294208
59028,70,BIGNONIACEAE,Martinella obovata,Martinella,obovata,SL,16.6363975993302
59029,48,MIMOSACEAE,Inga pezizifera,Inga,pezizifera,A,96.0004503179065
59029,66,FABACEAE,Pterocarpus officinallis,Pterocarpus,officinallis,A,67.2006271611551
59029,44,MORACEAE,Pseudolmedia laevigata,Pseudolmedia,laevigata,A,66.6244102203292
59029,116,LECYTHIDACEAE,Eschweilera antioquensis,Eschweilera,antioquensis,A,79.2832390942837
59029,121,ANACARDIACEAE,Tapirira guianensis,Tapirira,guianensis,A,77.205365730069
59029,12,MELASTOMATACEAE,Bellucia axinanthera,Bellucia,axinanthera,A,41.9662735708422
59029,120,MELASTOMATACEAE,Bellucia axinanthera,Bellucia,axinanthera,A,5.75737716437582
59029,114,MORACEAE,Pseudolmedia laevigata,Pseudolmedia,laevigata,A,58.4756885325935
59029,2,VERBENACEAE,Aegiphila integrifolia,Aegiphila,integrifolia,A,57.9721425121695
59029,102,FLACOURTIACEAE,Lindackeria laurina,Lindackeria,laurina,A,5.22047320472352
59029,115,CONVOLVULACEAE,Maripa nicaraguensis,Maripa,nicaraguensis,SL,65.1231003983791
59029,89,MORACEAE,Ficus nymphaeifolia,Ficus,nymphaeifolia,A,80.1503509641379
59029,108,APOCYNACEAE,Himatanthus articulatus,Himatanthus,articulatus,A,39.9868665400292
59029,14,MIMOSACEAE,Inga pezizifera,Inga,pezizifera,A,88.4105413873934
59029,60,ANNONACEAE,Ephedranthus colombianus,Ephedranthus,colombianus,A,37.9609328203772
59029,106,ANNONACEAE,Anaxagorea brevipes,Anaxagorea,brevipes,A,29.5391588642785
59029,53,ANNONACEAE,Ephedranthus colombianus,Ephedranthus,colombianus,A,76.0328573538004
59029,21,MIMOSACEAE,Inga pezizifera,Inga,pezizifera,A,44.5189823629129
59029,119,LECYTHIDACEAE,Eschweilera antioquensis,Eschweilera,antioquensis,A,12.1981931481481
59029,98,ANNONACEAE,Anaxagorea brevipes,Anaxagorea,brevipes,A,22.4665943591811
59029,85,APOCYNACEAE,Couma macrocarpa,Couma,macrocarpa,A,90.0551264142253
59029,7,RUBIACEAE,Palicourea demissa,Palicourea,demissa,A,57.0702953004251
59029,104,APOCYNACEAE,Couma macrocarpa,Couma,macrocarpa,A,85.4831118863134
59029,87,MYRISTICACEAE,Virola sebifera,Virola,sebifera,A,56.1172074031282
59029,30,CONNARACEAE,Rourea adenophora,Rourea,adenophora,SL,28.5789282119097
59029,81,FLACOURTIACEAE,Lindackeria laurina,Lindackeria,laurina,A,45.3609080761206
59029,86,APOCYNACEAE,Couma macrocarpa,Couma,macrocarpa,A,5.94705528097365
59029,78,MIMOSACEAE,Inga pezizifera,Inga,pezizifera,A,70.1128792178916
59029,88,MORACEAE,Ficus maxima,Ficus,maxima,A,75.7848678909252
59029,16,VIOLACEAE,Leonia triandra,Leonia,triandra,A,28.8637908772047
59029,56,OLACACEAE,Minquartia guianensis,Minquartia,guianensis,A,86.2134592669314
59029,95,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,85.4248412611415
59029,67,MIMOSACEAE,Inga acuminata,Inga,acuminata,A,64.6364104890261
59029,82,APOCYNACEAE,Couma macrocarpa,Couma,macrocarpa,A,34.0392025610527
59029,110,FLACOURTIACEAE,Lindackeria laurina,Lindackeria,laurina,A,81.6172918133921
59029,118,POLYGALACEAE,Securidaca paniculata,Securidaca,paniculata,A,13.0482479247681
59029,6,DICHAPETALACEAE,Dichapetalum scandens,Dichapetalum,scandens,SL,40.3989071408106
59029,100,APOCYNACEAE,Couma macrocarpa,Couma,macrocarpa,A,60.8529992727367
59029,22,MIMOSACEAE,Inga pezizifera,Inga,pezizifera,A,69.2741322751863
59029,29,ANNONACEAE,Xylopia amazonica,Xylopia,amazonica,A,99.3866455972765
59029,65,APOCYNACEAE,Himatanthus articulatus,Himatanthus,articulatus,A,45.3397470413674
59029,18,MORACEAE,Helicostylis tomentosa,Helicostylis,tomentosa,A,74.5640522161264
59029,103,APOCYNACEAE,Couma macrocarpa,Couma,macrocarpa,A,73.4220382415874
59029,91,VIOLACEAE,Leonia triandra,Leonia,triandra,A,26.913007247231
59029,122,VIOLACEAE,Leonia triandra,Leonia,triandra,A,42.2986158664611
59029,45,FLACOURTIACEAE,Ryania speciosa,Ryania,speciosa,A,52.853058731635
59029,73,RUBIACEAE,Palicourea demissa,Palicourea,demissa,A,50.7665424374339
59029,77,BURSERACEAE,Trattinnickia aspera,Trattinnickia,aspera,A,35.2390449953476
59029,33,POLYGALACEAE,Securidaca paniculata,Securidaca,paniculata,SL,23.731423290955
59029,4,CECROPIACEAE,Pourouma cecropiifolia,Pourouma,cecropiifolia,A,38.1328251447577
59029,8,LECYTHIDACEAE,Couratari guianensis,Couratari,guianensis,T,30.8637417408502
59029,9,PIPERACEAE,Piper arieianum,Piper,arieianum,T,54.885908023638
59029,10,ANNONACEAE,Guatteria cargadero,Guatteria,cargadero,A,58.2269110677347
59029,11,MYRISTICACEAE,Virola sebifera,Virola,sebifera,A,49.317716091448
59029,13,MIMOSACEAE,Pentaclethra macroloba,Pentaclethra,macroloba,A,91.9440846781787
59029,17,RUBIACEAE,Amaioua corymbosa,Amaioua,corymbosa,A,18.3686267144661
59029,19,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,14.9159637963936
59029,20,SAPINDACEAE,Matayba adenanthera,Matayba,adenanthera,A,52.3777524252267
59029,27,CAESALPINIACEAE,Dialium guianense,Dialium,guianense,A,50.08085057232
59029,28,ANACARDIACEAE,Tapirira guianensis,Tapirira,guianensis,A,32.3794626021188
59029,31,MORACEAE,Pseudolmedia laevigata,Pseudolmedia,laevigata,A,82.4028449675057
59029,34,ELAEOCARPACEAE,Sloanea gracilis,Sloanea,gracilis,A,43.3258602900836
59029,36,MORACEAE,Pseudolmedia laevigata,Pseudolmedia,laevigata,A,10.0576701020267
59029,37,LECYTHIDACEAE,Couratari guianensis,Couratari,guianensis,A,52.1239463708554
59029,43,RUBIACEAE,Faramea capillipes,Faramea,capillipes,A,82.4936215243107
59029,46,LECYTHIDACEAE,Eschweilera antioquensis,Eschweilera,antioquensis,A,23.3477240112592
59029,49,RUBIACEAE,Faramea calophylla,Faramea,calophylla,A,58.8058128446783
59029,51,MIMOSACEAE,Inga laurina,Inga,laurina,A,52.8017042248276
59029,57,LACISTEMATACEAE,Lacistema aggregatum,Lacistema,aggregatum,A,93.5408914243146
59029,58,ANNONACEAE,Xylopia amazonica,Xylopia,amazonica,A,96.1051209253853
59029,59,MELASTOMATACEAE,Miconia subsessilifolia,Miconia,subsessilifolia,A,84.931600122521
59029,61,APOCYNACEAE,Aspidosperma curranii,Aspidosperma,curranii,A,57.8976820448514
59029,64,MORACEAE,Helianthostylis sprucei,Helianthostylis,sprucei,A,34.3103315566248
59029,71,CARYOCARACEAE,Caryocar glabrum,Caryocar,glabrum,A,77.4900632511014
59029,72,MYRISTICACEAE,Virola flexuosa,Virola,flexuosa,A,57.7460621939661
59029,75,BIGNONIACEAE,Memora aspericarpa,Memora,aspericarpa,SL,67.4953234548179
59029,76,APOCYNACEAE,Couma macrocarpa,Couma,macrocarpa,A,59.417226880661
59029,83,RUBIACEAE,Bertiera guianensis,Bertiera,guianensis,A,34.6272665124616
59029,84,CAESALPINIACEAE,Brownea macrophylla,Brownea,macrophylla,A,93.8169992037311
59029,90,BURSERACEAE,Protium aracouchini,Protium,aracouchini,A,34.8363679776686
59030,65,LECYTHIDACEAE,Eschweilera antioquensis,Eschweilera,antioquensis,A,63.8483004500658
59030,90,BOMBACACEAE,Catostemma digitata,Catostemma,digitata,A,16.9683757152204
59030,108,LECYTHIDACEAE,Eschweilera antioquensis,Eschweilera,antioquensis,A,50.7624267337912
59030,112,ANNONACEAE,Anaxagorea brevipes,Anaxagorea,brevipes,A,29.7119872188793
59030,101,ANNONACEAE,Anaxagorea brevipes,Anaxagorea,brevipes,A,16.1958744009514
59030,70,RUBIACEAE,Simira tinctoria,Simira,tinctoria,A,79.1578465261879
59030,104,LECYTHIDACEAE,Eschweilera antioquensis,Eschweilera,antioquensis,A,95.7700154298305
59030,69,OCHNACEAE,Ouratea lucens,Ouratea,lucens,A,98.6701811975844
59030,35,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,34.9003817639287
59030,83,BOMBACACEAE,Matisia dowdingii,Matisia,dowdingii,A,17.349364336705
59030,33,EUPHORBIACEAE,Hura crepitans,Hura,crepitans,A,76.4559706014557
59030,82,BOMBACACEAE,Matisia dowdingii,Matisia,dowdingii,A,52.692856216764
59030,7,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,61.3774912752205
59030,107,STERCULIACEAE,Herrania albiflora,Herrania,albiflora,A,29.017711668086
59030,18,FABACEAE,Clathrotropis brunnea,Clathrotropis,brunnea,A,70.7305367379862
59030,86,LECYTHIDACEAE,Eschweilera antioquensis,Eschweilera,antioquensis,A,24.0186749764359
59030,62,ANNONACEAE,Unonopsis aviceps,Unonopsis,aviceps,A,88.5582756646201
59030,126,MIMOSACEAE,Zygia latifolia,Zygia,latifolia,A,47.9347636119332
59030,78,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,69.1800346050206
59030,16,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,66.930648227014
59030,103,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,14.0956565639287
59030,106,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,32.3701198038918
59030,6,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,41.7072665487089
59030,15,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,12.2985630131612
59030,122,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,86.4165328267132
59030,76,FABACEAE,Clathrotropis brunnea,Clathrotropis,brunnea,A,92.8650075419779
59030,123,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,79.402957233076
59030,64,CONVOLVULACEAE,Maripa panamensis,Maripa,panamensis,SL,76.5495234152598
59030,22,LECYTHIDACEAE,Eschweilera antioquensis,Eschweilera,antioquensis,A,42.6213743746407
59030,63,CONVOLVULACEAE,Maripa panamensis,Maripa,panamensis,SL,81.5145815695348
59030,110,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,70.1924642868749
59030,127,RUBIACEAE,Amaioua corymbosa,Amaioua,corymbosa,A,32.0536034045337
59030,19,RUBIACEAE,Simira tinctoria,Simira,tinctoria,A,8.92625896490786
59030,49,FABACEAE,Swartzia macrophylla,Swartzia,macrophylla,A,40.5674927067829
59030,125,MYRISTICACEAE,Iryanthera ulei,Iryanthera,ulei,A,55.1022452167116
59030,17,STERCULIACEAE,Herrania albiflora,Herrania,albiflora,T,44.6154496811169
59030,2,HIPPOCRATEACEAE,Tontelea ovalifolia,Tontelea,ovalifolia,SL,76.4172104867209
59030,5,SAPINDACEAE,Talisia princeps,Talisia,princeps,A,30.1427795699445
59030,10,CONVOLVULACEAE,Maripa panamensis,Maripa,panamensis,SL,50.4991770213187
59030,11,LECYTHIDACEAE,Gustavia nana,Gustavia,nana,A,14.3632109822323
59030,25,MELIACEAE,Guarea glabra,Guarea,glabra,A,22.3432382791115
59030,30,RUBIACEAE,Posoqueria latifolia,Posoqueria,latifolia,A,70.4574735927186
59030,31,BIGNONIACEAE,Memora aspericarpa,Memora,aspericarpa,SL,38.4190108505597
59030,32,ANNONACEAE,Xylopia amazonica,Xylopia,amazonica,A,9.47277569482909
59030,37,CAESALPINIACEAE,Brownea stenantha,Brownea,stenantha,A,10.5865775460714
59030,43,NYCTAGINACEAE,Guapira costaricana,Guapira,costaricana,A,9.96115880056421
59030,45,MYRISTICACEAE,Iryanthera ulei,Iryanthera,ulei,A,18.0126075363951
59030,46,LECYTHIDACEAE,Eschweilera antioquensis,Eschweilera,antioquensis,A,53.3044553922407
59030,48,POLYGONACEAE,Coccoloba lehmannii,Coccoloba,lehmannii,A,28.7184401471137
59030,57,BIGNONIACEAE,Memora bracteosa,Memora,bracteosa,SL,21.037362980417
59030,66,APOCYNACEAE,Stemmadenia grandiflora,Stemmadenia,grandiflora,A,32.7243034767321
59030,67,LECYTHIDACEAE,Gustavia nana,Gustavia,nana,A,27.8925732415232
59030,68,ANNONACEAE,Oxandra xylopioides,Oxandra,xylopioides,A,32.4037576415987
59030,77,RUBIACEAE,Psychotria micrantha,Psychotria,micrantha,T,23.3284370809421
59030,87,VIOLACEAE,Rinorea cordata,Rinorea,cordata,T,93.2960941491561
59030,89,DILLENIACEAE,Doliocarpus dentatus,Doliocarpus,dentatus,SL,25.720859208574
59031,114,MIMOSACEAE,Pithecellobium macrophyllum,Pithecellobium,macrophyllum,A,11.2129623699481
59031,32,MYRISTICACEAE,Virola sebifera,Virola,sebifera,A,50.8590657131711
59031,1,CECROPIACEAE,Pourouma bicolor,Pourouma,bicolor,A,7.74002481981394
59031,128,CECROPIACEAE,Pourouma bicolor,Pourouma,bicolor,A,59.890762288784
59031,127,LECYTHIDACEAE,Eschweilera antioquensis,Eschweilera,antioquensis,A,78.8002993421698
59031,129,CECROPIACEAE,Pourouma bicolor,Pourouma,bicolor,A,40.0099739670576
59031,81,CECROPIACEAE,Pourouma bicolor,Pourouma,bicolor,A,5.47223935004939
59031,131,ANACARDIACEAE,Tapirira guianensis,Tapirira,guianensis,A,93.126710675747
59031,47,MYRISTICACEAE,Virola sebifera,Virola,sebifera,A,19.8553885165071
59031,99,LECYTHIDACEAE,Eschweilera antioquensis,Eschweilera,antioquensis,A,91.2079743070006
59031,9,CECROPIACEAE,Pourouma bicolor,Pourouma,bicolor,A,24.7363491157144
59031,82,MYRISTICACEAE,Iryanthera ulei,Iryanthera,ulei,A,69.1641451771609
59031,86,LECYTHIDACEAE,Eschweilera antioquensis,Eschweilera,antioquensis,A,46.9434961677129
59031,105,QUIINACEAE,Lacunaria jenmanii,Lacunaria,jenmanii,A,16.0204842428836
59031,119,MYRISTICACEAE,Iryanthera ulei,Iryanthera,ulei,A,65.8814033589891
59031,124,MYRISTICACEAE,Iryanthera ulei,Iryanthera,ulei,A,44.2055029182044
59031,125,BOMBACACEAE,Huberodendron patinoi,Huberodendron,patinoi,A,20.1537902622225
59031,91,ANNONACEAE,Anaxagorea brevipes,Anaxagorea,brevipes,A,8.96697126660475
59031,101,MYRISTICACEAE,Iryanthera ulei,Iryanthera,ulei,A,33.2830872700921
59031,62,ANNONACEAE,Anaxagorea brevipes,Anaxagorea,brevipes,A,3.66425291499268
59031,50,APOCYNACEAE,Odontadenia cognata,Odontadenia,cognata,SL,37.7361145068333
59031,111,MYRISTICACEAE,Virola sebifera,Virola,sebifera,A,3.39087592710415
59031,122,ICACINACEAE,Dendrobangia boliviana,Dendrobangia,boliviana,A,38.306767125658
59031,53,APOCYNACEAE,Couma macrocarpa,Couma,macrocarpa,A,27.1906792100133
59031,87,ANNONACEAE,Anaxagorea brevipes,Anaxagorea,brevipes,A,84.1908697454473
59031,108,MORACEAE,Naucleopsis glabra,Naucleopsis,glabra,A,28.1091946688218
59031,58,CECROPIACEAE,Pourouma cecropiifolia,Pourouma,cecropiifolia,A,24.5326392744515
59031,117,ANNONACEAE,Anaxagorea brevipes,Anaxagorea,brevipes,A,5.08129408654397
59031,61,MIMOSACEAE,Pithecellobium macrophyllum,Pithecellobium,macrophyllum,A,23.8785038627832
59031,64,ANNONACEAE,Anaxagorea brevipes,Anaxagorea,brevipes,A,43.5454669251608
59031,95,ANNONACEAE,Anaxagorea brevipes,Anaxagorea,brevipes,A,82.5399386272758
59031,98,BIGNONIACEAE,Tanaecium nocturnum,Tanaecium,nocturnum,SL,88.6659946423281
59031,123,ANNONACEAE,Anaxagorea brevipes,Anaxagorea,brevipes,A,98.7335484642614
59031,121,ANNONACEAE,Anaxagorea brevipes,Anaxagorea,brevipes,A,26.4494399102426
59031,132,MYRISTICACEAE,Virola sebifera,Virola,sebifera,A,95.6174003698152
59031,12,APOCYNACEAE,Himatanthus articulatus,Himatanthus,articulatus,A,75.0095660036577
59031,118,MYRISTICACEAE,Virola sebifera,Virola,sebifera,A,10.1274228271164
59031,41,CECROPIACEAE,Pourouma bicolor,Pourouma,bicolor,A,21.1915561318063
59031,77,MORACEAE,Pseudolmedia laevigata,Pseudolmedia,laevigata,A,55.7165176252454
59031,100,MYRISTICACEAE,Virola sebifera,Virola,sebifera,A,91.6456027126686
59031,92,ANNONACEAE,Anaxagorea brevipes,Anaxagorea,brevipes,A,35.0033960839852
59031,126,ICACINACEAE,Dendrobangia boliviana,Dendrobangia,boliviana,A,28.2113030873962
59031,130,MYRISTICACEAE,Virola sebifera,Virola,sebifera,A,42.3154566514899
59031,94,APOCYNACEAE,Odontadenia cognata,Odontadenia,cognata,SL,90.0814866213521
59031,133,BURSERACEAE,Protium apiculatum,Protium,apiculatum,A,96.6604871031252
